PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket
764,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760
765,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074
766,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502
767,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379
768,3,"Mangan, Miss. Mary",female,30.5,0,0,364850
769,3,"Moran, Mr. Daniel J",male,,1,0,371110
770,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471
771,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781
772,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047
773,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3
774,3,"Elias, Mr. Dibo",male,,0,0,2674
775,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105
776,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078
777,3,"Tobin, Mr. Roger",male,,0,0,383121
778,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516
779,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865
780,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160
781,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687
782,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474
783,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501
784,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607
785,3,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312
786,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887
787,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265
788,3,"Rice, Master. George Hugh",male,8.0,4,1,382652
789,3,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315
790,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593
791,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460
792,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865
793,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343
794,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600
795,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203
796,2,"Otter, Mr. Richard",male,39.0,0,0,28213
797,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465
798,3,"Osman, Mrs. Mara",female,31.0,0,0,349244
799,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685
800,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773
801,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647
802,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921
803,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760
804,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625
805,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089
806,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063
807,1,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050
808,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087
809,2,"Meyer, Mr. August",male,39.0,0,0,248723
810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806
811,3,"Alexander, Mr. William",male,26.0,0,0,3474
812,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871
813,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206
814,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082
815,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499
816,1,"Fry, Mr. Richard",male,,0,0,112058
817,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290
818,2,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079
819,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075
820,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088
821,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749
822,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098
823,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972
824,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096
825,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295
826,3,"Flynn, Mr. John",male,,0,0,368323
827,3,"Lam, Mr. Len",male,,0,0,1601
828,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079
829,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228
830,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572
831,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659
832,2,"Richards, Master. George Sibley",male,0.83,1,1,29106
833,3,"Saad, Mr. Amin",male,,0,0,2671
834,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468
835,3,"Allum, Mr. Owen George",male,18.0,0,0,2223
836,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756
837,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097
838,3,"Sirota, Mr. Maurice",male,,0,0,392092
839,3,"Chip, Mr. Chang",male,32.0,0,0,1601
840,1,"Marechal, Mr. Pierre",male,,0,0,11774
841,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287
842,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3
843,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798
844,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683
845,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090
846,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547
847,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343
848,3,"Markoff, Mr. Marin",male,35.0,0,0,349213
849,2,"Harper, Rev. John",male,28.0,0,1,248727
850,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453
851,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082
852,3,"Svensson, Mr. Johan",male,74.0,0,0,347060
853,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678
854,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592
855,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252
856,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091
857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928
858,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055
859,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666
860,3,"Razi, Mr. Raihed",male,,0,0,2629
861,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026
862,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134
863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466
864,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343
865,2,"Gill, Mr. John William",male,24.0,0,0,233866
866,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852
867,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149
868,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590
869,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777
870,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742
871,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248
872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751
873,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695
874,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765
875,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381
876,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667
877,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534
878,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212
879,3,"Laleff, Mr. Kristo",male,,0,0,349217
880,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767
881,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433
882,3,"Markun, Mr. Johann",male,33.0,0,0,349257
883,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552
884,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068
885,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076
886,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652
887,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536
888,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053
889,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607
890,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369
891,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376
